Artists,URI
Olivia O'Brien,spotify:artist:1QRj3hoop9Mv5VvHQkwPEp
Shiraz Uppal,spotify:artist:7DcUua74PM7MmBljTTjIyy
Julien Marchal,spotify:artist:7e4AmALFiKR69Xra2EksPU
Aloe Blacc,spotify:artist:0id62QV2SZZfvBn9xpmuCl
Kapil Kapilan,spotify:artist:0nMjhemqRwrboQGcs92fh2
Kontra K,spotify:artist:4lDiJcOJ2GLCK6p9q5BgfK
Ali Sethi,spotify:artist:3NegWDGp038A3FIi3gSYzl
Pouya,spotify:artist:4nXOZlYoAD67hF9aUEncMY
Ayparia,spotify:artist:0nTNWXnHMzSj7wRtd3ECos
t.A.T.u.,spotify:artist:2QsynagSdAqZj3U9HgDzjD
Xanemusic,spotify:artist:6QSOpFwMSqDj21HVu34Wm1
Nina Chuba,spotify:artist:2kS9NyuATpYwjeB93h24H5
Fran C,spotify:artist:3EY5DxGdy7x4GelivOjS2Q
Night Lovell,spotify:artist:2y246nnP9pQT0E6v3ZMMOO
Sophie and the Giants,spotify:artist:4FrXHrpbDLNyO3pbVv8RmF
Otto Knows,spotify:artist:5fahUm8t5c0GIdeTq0ZaG8
Ravi Basrur,spotify:artist:2q1LRGJHpFxovU8Tz6OgRn
Lucas & Steve,spotify:artist:5wwneIFdawNgQ7GvKK29Z3
Harish Raghavendra,spotify:artist:4Kw0NhqitzjxLy1jH5FlTg
MÅnia,spotify:artist:6TTXxZPV2OYw1j9jPsznth
Blue Swede,spotify:artist:0UpuH5U4nZ3UGGUJi0Zfbp
Gorgon City,spotify:artist:4VNQWV2y1E97Eqo2D5UTjx
SXMPRA,spotify:artist:14uo609t1MvRGZcskySt9R
Hamza,spotify:artist:5gs4Sm2WQUkcGeikMcVHbh
Ikka,spotify:artist:65wSLdFct8lG11Xk9b4fAD
Srinivas,spotify:artist:3K9qRRRqtuxgBRLxRCxpDl
MÃ½a,spotify:artist:65uP1jjzWh4VISZCA4s3X7
Take That,spotify:artist:1XgFuvRd7r5g0h844A5ZUQ
Toni Braxton,spotify:artist:3X458ddYA2YcVWuVIGGOYe
Rich Music LTD,spotify:artist:2kqUKsTuEj1lPbm6BSn1AU
Madan Mohan,spotify:artist:5Uvn1P3OFu268QovsUAnDu
Snakehips,spotify:artist:2FwJwEswyIUAljqgjNSHgP
Shae Gill,spotify:artist:3bWIy9AUrQdiNeS62Bp3OP
Tay-K,spotify:artist:2ODbg2404zUzTi02qIPEjB
Waylon Jennings,spotify:artist:7wCjDgV6nqBsHguQXPAaIM
Shoti,spotify:artist:68URuxUxsFzcPp2y3j0kjW
JoÃ£o Bosco & Vinicius,spotify:artist:7zIRO89G0FBAQtGMHO1Wa0
Djavan,spotify:artist:5rrmaoBXZ7Jcs4Qb77j0YA
Fedez,spotify:artist:3pgCLfNbw5ozIfoNsvDU7i
CHVRCHES,spotify:artist:3CjlHNtplJyTf9npxaPl5w
DJ Yuri Martins,spotify:artist:0xA8Rmfl9di0sVaPl9AyR9
Salt-N-Pepa,spotify:artist:7wqtxqI3eo7Gn1P7SpP6cQ
Skank,spotify:artist:4C4kpaAdp6aKSkguw40SsU
Dhibu Ninan Thomas,spotify:artist:1QHr8p3h0ayWLaaYK0X6bi
Manan Bhardwaj,spotify:artist:3pQ4aA7dkolyjUAMrVScgh
Jon Secada,spotify:artist:10n1KB2sjTrGdyuC83y8jW
j-hope,spotify:artist:0b1sIQumIAsNbqAoIClSpy
Joy Division,spotify:artist:432R46LaYsJZV2Gmc4jUV5
Pinguini Tattici Nucleari,spotify:artist:6RdcIWVKYYzNzjQRd3oyHS
La T y La M,spotify:artist:40LHVA5BTQp9RxHOQ9JPYj
Modest Mouse,spotify:artist:1yAwtBaoHLEDWAnWR87hBT
Afro Bros,spotify:artist:3wtMPMvPtiFylbnNXF6CAj
thiarajxtt,spotify:artist:54BjV0qctcWp8xOip7uaJD
Mr Eazi,spotify:artist:4TAoP0f9OuWZUesao43xUW
Twista,spotify:artist:6vbY3hOaCAhC7VjucswgdS
Naughty Boy,spotify:artist:1bT7m67vi78r2oqvxrP3X5
Kizz Daniel,spotify:artist:1X6cBGnXpEpN7CmflLKmLV
Pinkfong,spotify:artist:7cTXfwpe9peK0UE1bZyIWZ
Laura Branigan,spotify:artist:4463nfFMmK1cwAWBQDwT5e
BIN,spotify:artist:6gjAbs229sNHhSskJpQ2mG
DJ Scheme,spotify:artist:1m7LSAMIB1BErIHYSOn32W
Molotov,spotify:artist:27Owkm4TGlMqb0BqaEt3PW
Hande Yener,spotify:artist:08mjMUUjyTchMHCW7evc3R
TWISTED,spotify:artist:7b85ve82Sh36a3UAx74wut
Julio Iglesias,spotify:artist:4etuCZVdP8yiNPn4xf0ie5
I Prevail,spotify:artist:3Uobr6LgQpBbk6k4QGAb3V
PNL,spotify:artist:4AGwPDdh1y8hochNzHy5HC
Damas Gratis,spotify:artist:3YeBTR1Q1rUxKguz4jP6UV
Baby Bash,spotify:artist:12PSlydMSjEHzSCj9X5qv7
Yellowcard,spotify:artist:3zxKH0qp3nBCuPZCZT5Vaf
Dj Chetas,spotify:artist:1jPeDHvfU5Knw8VyOP6TZN
Shruti Pathak,spotify:artist:3wZBspj86lRk2XLf4gfnSE
ANOTR,spotify:artist:4p5WgeiPSPpqPDs7T6OkWf
Meat Loaf,spotify:artist:7dnB1wSxbYa8CejeVg98hz
La Sonora Dinamita,spotify:artist:13or1Wf6ipcvSIiurZATvw
NO1-NOAH,spotify:artist:5kmRNFOl1XO1JHS76Zoe7j
lucaf.,spotify:artist:6D9zCyDfKoioQD2vYKxOdI
Sebastian Ingrosso,spotify:artist:6hyMWrxGBsOx6sWcVj1DqP
Puddle Of Mudd,spotify:artist:3dXaa6jwM7B52GZpaJEIr5
Headie One,spotify:artist:6UCQYrcJ6wab6gnQ89OJFh
Spandau Ballet,spotify:artist:2urZrEdsq72kx0UzfYN8Yv
Rkomi,spotify:artist:056KMTw6IztdQjBmFfVyO3
Imogen Heap,spotify:artist:6Xb4ezwoAQC4516kI89nWz
Annalisa,spotify:artist:0EqkKYDK9EkKY5N7zU3FPv
Travis Tritt,spotify:artist:2M4Yt7oKGoYd0wqU44k4i2
Agust D,spotify:artist:5RmQ8k4l3HZ8JoPb4mNsML
Seu Jorge,spotify:artist:0i1s9WcIu0PrUvHzALgofo
Drowning Pool,spotify:artist:1E4r4z7ivGUcSAnCbINJ9v
Onda Sabanera,spotify:artist:25CQYerNOaucOLHuEuvC9P
Mura Masa,spotify:artist:5Q81rlcTFh3k6DQJXPdsot
SG Lewis,spotify:artist:0GG2cWaonE4JPrjcCCQ1EG
Grupo Recluta,spotify:artist:2Dlvgi70UoJJicfKgoW5Vo
Chalino Sanchez,spotify:artist:7u9m43vPVTERaALXXOzrRq
Styx,spotify:artist:3EK1eCIbh3eDCkLdbMQHpT
Kris Kristofferson,spotify:artist:0vYQRW5LIDeYQOccTviQNX
Tierry,spotify:artist:4FUMTycjZlEY6ZxMgqNjC8
Ritviz,spotify:artist:72beYOeW2sb2yfcS4JsRvb
Merk & Kremont,spotify:artist:5rRcnWrevHgbuWjl7Lhft7
Parson James,spotify:artist:48sLioddyaXkuhyHXSkpsB
Christopher Jackson,spotify:artist:6sLwRSXSUF5JTUnQaFenyj
Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq
YBN Nahmir,spotify:artist:3gGUMEwIX6XodWsYEvKSal
Olamide,spotify:artist:4ovtyvs7j1jSmwhkBGHqSr
Shalmali Kholgade,spotify:artist:6uskWv5K2FA0YOAYr7JOUz
La Receta,spotify:artist:3p8PwzenE7ktd4BVFuQzMD
Violet Days,spotify:artist:4uNv6RD2YXwoaKgHfJZkkL
